BWA,BorgWarner Inc.,BorgWarner,"""BorgWarner Inc. (BWA)"":[""BWA"",""BorgWarner""],",,
SAM,Boston Beer Company Inc.,Boston,"""Boston Beer Company Inc. (SAM)"":[""SAM"",""Boston""],",,
BXP,Boston Properties Inc.,Boston,"""Boston Properties Inc. (BXP)"":[""BXP"",""Boston""],",,
BSX,Boston Scientific Corporation,Boston,"""Boston Scientific Corporation (BSX)"":[""BSX"",""Boston""],",,
EPAY,Bottomline Technologies Inc.,Bottomline,"""Bottomline Technologies Inc. (EPAY)"":[""EPAY"",""Bottomline""],",,
BOX,Box Inc.,Box,"""Box Inc. (BOX)"":[""BOX"",""Box""],",,
BYD,Boyd Gaming Corporation,Boyd,"""Boyd Gaming Corporation (BYD)"":[""BYD"",""Boyd""],",,
BRC,Brady Corporation,Brady,"""Brady Corporation (BRC)"":[""BRC"",""Brady""],",,
BDN,Brandywine Realty Trust,Brandywine,"""Brandywine Realty Trust (BDN)"":[""BDN"",""Brandywine""],",,
BBIO,BridgeBio Pharma Inc.,BridgeBio,"""BridgeBio Pharma Inc. (BBIO)"":[""BBIO"",""BridgeBio""],",,
BFAM,Bright Horizons Family Solutions Inc.,Bright,"""Bright Horizons Family Solutions Inc. (BFAM)"":[""BFAM"",""Bright""],",,
BHF,Brighthouse Financial Inc.,Brighthouse,"""Brighthouse Financial Inc. (BHF)"":[""BHF"",""Brighthouse""],",,
EAT,Brinker International Inc.,Brinker,"""Brinker International Inc. (EAT)"":[""EAT"",""Brinker""],",,
BCO,Brinks Company,Brinks,"""Brinks Company (BCO)"":[""BCO"",""Brinks""],",,
BMY,Bristol-Myers Squibb Company,Bristol-Myers,"""Bristol-Myers Squibb Company (BMY)"":[""BMY"",""Bristol-Myers""],",,
AVGO,Broadcom Inc.,Broadcom,"""Broadcom Inc. (AVGO)"":[""AVGO"",""Broadcom""],",,
BR,Broadridge Financial Solutions Inc.,Broadridge,"""Broadridge Financial Solutions Inc. (BR)"":[""BR"",""Broadridge""],",,
BNL,Broadstone Net Lease Inc.,Broadstone,"""Broadstone Net Lease Inc. (BNL)"":[""BNL"",""Broadstone""],",,
BAM,Brookfield Asset Management Inc.,Brookfield,"""Brookfield Asset Management Inc. (BAM)"":[""BAM"",""Brookfield""],",,
BRKS,Brooks Automation Inc.,Brooks,"""Brooks Automation Inc. (BRKS)"":[""BRKS"",""Brooks""],",,
BRO,Brown & Brown Inc.,Brown,"""Brown & Brown Inc. (BRO)"":[""BRO"",""Brown""],",,
BRKR,Bruker Corporation,Bruker,"""Bruker Corporation (BRKR)"":[""BRKR"",""Bruker""],",,
BC,Brunswick Corporation,Brunswick,"""Brunswick Corporation (BC)"":[""BC"",""Brunswick""],",,
BTRS,BTRS Holdings Inc. Class 1,BTRS,"""BTRS Holdings Inc. Class 1 (BTRS)"":[""BTRS"",""BTRS""],",,
BLDR,Builders FirstSource Inc.,Builders,"""Builders FirstSource Inc. (BLDR)"":[""BLDR"",""Builders""],",,
BMBL,Bumble Inc.,Bumble,"""Bumble Inc. (BMBL)"":[""BMBL"",""Bumble""],",,
BG,Bunge Limited Bunge Limited,Bunge,"""Bunge Limited Bunge Limited (BG)"":[""BG"",""Bunge""],",,
BWXT,BWX Technologies Inc.,BWX,"""BWX Technologies Inc. (BWXT)"":[""BWXT"",""BWX""],",,
CHRW,C.H. Robinson Worldwide Inc.,C.H.,"""C.H. Robinson Worldwide Inc. (CHRW)"":[""CHRW"",""C.H.""],",,
CABO,Cable One Inc.,Cable,"""Cable One Inc. (CABO)"":[""CABO"",""Cable""],",,
CBT,Cabot Corporation,Cabot,"""Cabot Corporation (CBT)"":[""CBT"",""Cabot""],",,
COG,Cabot Oil & Gas Corporation,Cabot,"""Cabot Oil & Gas Corporation (COG)"":[""COG"",""Cabot""],",,
CACI,CACI International Inc.,CACI,"""CACI International Inc. (CACI)"":[""CACI"",""CACI""],",,
CADE,Cadence Bancorporation,Cadence,"""Cadence Bancorporation (CADE)"":[""CADE"",""Cadence""],",,
CDNS,Cadence Design Systems Inc.,Cadence,"""Cadence Design Systems Inc. (CDNS)"":[""CDNS"",""Cadence""],",,
CAE,CAE Inc.,CAE,"""CAE Inc. (CAE)"":[""CAE"",""CAE""],",,
CZR,Caesars Entertainment Inc.,Caesars,"""Caesars Entertainment Inc. (CZR)"":[""CZR"",""Caesars""],",,
CSQ,Calamos Strategic Total Return,Calamos,"""Calamos Strategic Total Return (CSQ)"":[""CSQ"",""Calamos""],",,
CWT,California Water Service Group,California,"""California Water Service Group (CWT)"":[""CWT"",""California""],",,
CALX,Calix Inc,Calix,"""Calix Inc (CALX)"":[""CALX"",""Calix""],",,
ELY,Callaway Golf Company,Callaway,"""Callaway Golf Company (ELY)"":[""ELY"",""Callaway""],",,
CPT,Camden Property Trust,Camden,"""Camden Property Trust (CPT)"":[""CPT"",""Camden""],",,
CCJ,Cameco Corporation,Cameco,"""Cameco Corporation (CCJ)"":[""CCJ"",""Cameco""],",,
CPB,Campbell Soup Company,Campbell,"""Campbell Soup Company (CPB)"":[""CPB"",""Campbell""],",,
CWH,Camping World Holdings Inc.,Camping,"""Camping World Holdings Inc. (CWH)"":[""CWH"",""Camping""],",,
CM,Canadian Imperial Bank of Commerce,Canadian,"""Canadian Imperial Bank of Commerce (CM)"":[""CM"",""Canadian""],",,
CNI,Canadian National Railway Company,Canadian,"""Canadian National Railway Company (CNI)"":[""CNI"",""Canadian""],",,
CNQ,Canadian Natural Resources Limited,Canadian,"""Canadian Natural Resources Limited (CNQ)"":[""CNQ"",""Canadian""],",,
CP,Canadian Pacific Railway Limited,Canadian,"""Canadian Pacific Railway Limited (CP)"":[""CP"",""Canadian""],",,
GOEV,Canoo Inc.,Canoo,"""Canoo Inc. (GOEV)"":[""GOEV"",""Canoo""],",,
CGC,Canopy Growth Corporation,Canopy,"""Canopy Growth Corporation (CGC)"":[""CGC"",""Canopy""],",,
CMD,Cantel Medical Corp.,Cantel,"""Cantel Medical Corp. (CMD)"":[""CMD"",""Cantel""],",,
COF,Capital One Financial Corporation,Capital,"""Capital One Financial Corporation (COF)"":[""COF"",""Capital""],",,
CAH,Cardinal Health Inc.,Cardinal,"""Cardinal Health Inc. (CAH)"":[""CAH"",""Cardinal""],",,
CDLX,Cardlytics Inc.,Cardlytics,"""Cardlytics Inc. (CDLX)"":[""CDLX"",""Cardlytics""],",,
CDNA,CareDx Inc.,CareDx,"""CareDx Inc. (CDNA)"":[""CDNA"",""CareDx""],",,
CTRE,CareTrust REIT Inc.,CareTrust,"""CareTrust REIT Inc. (CTRE)"":[""CTRE"",""CareTrust""],",,
CARG,CarGurus Inc.,CarGurus,"""CarGurus Inc. (CARG)"":[""CARG"",""CarGurus""],",,
CSL,Carlisle Companies Incorporated,Carlisle,"""Carlisle Companies Incorporated (CSL)"":[""CSL"",""Carlisle""],",,
KMX,CarMax Inc,CarMax,"""CarMax Inc (KMX)"":[""KMX"",""CarMax""],",,
CCL,Carnival Corporation,Carnival,"""Carnival Corporation (CCL)"":[""CCL"",""Carnival""],",,
CUK,Carnival Plc ADS ADS,Carnival,"""Carnival Plc ADS ADS (CUK)"":[""CUK"",""Carnival""],",,
CRS,Carpenter Technology Corporation,Carpenter,"""Carpenter Technology Corporation (CRS)"":[""CRS"",""Carpenter""],",,
CRI,Carter's Inc.,Carter's,"""Carter's Inc. (CRI)"":[""CRI"",""Carter's""],",,
CVNA,Carvana Co.,Carvana,"""Carvana Co. (CVNA)"":[""CVNA"",""Carvana""],",,
CWST,Casella Waste Systems Inc.,Casella,"""Casella Waste Systems Inc. (CWST)"":[""CWST"",""Casella""],",,
CASY,Casey's General Stores Inc.,Casey's,"""Casey's General Stores Inc. (CASY)"":[""CASY"",""Casey's""],",,
CTLT,Catalent Inc.,Catalent,"""Catalent Inc. (CTLT)"":[""CTLT"",""Catalent""],",,
CAT,Caterpillar Inc.,Caterpillar,"""Caterpillar Inc. (CAT)"":[""CAT"",""Caterpillar""],",,
CATY,Cathay General Bancorp,Cathay,"""Cathay General Bancorp (CATY)"":[""CATY"",""Cathay""],",,
CVCO,Cavco Industries Inc. When Issued,Cavco,"""Cavco Industries Inc. When Issued (CVCO)"":[""CVCO"",""Cavco""],",,
CBRE,CBRE Group Inc,CBRE,"""CBRE Group Inc (CBRE)"":[""CBRE"",""CBRE""],",,
CDK,CDK Global Inc.,CDK,"""CDK Global Inc. (CDK)"":[""CDK"",""CDK""],",,
CDW,CDW Corporation,CDW,"""CDW Corporation (CDW)"":[""CDW"",""CDW""],",,
FUN,Cedar Fair L.P.,Cedar,"""Cedar Fair L.P. (FUN)"":[""FUN"",""Cedar""],",,
CE,Celanese Corporation Celanese Corporation,Celanese,"""Celanese Corporation Celanese Corporation (CE)"":[""CE"",""Celanese""],",,
CELH,Celsius Holdings Inc.,Celsius,"""Celsius Holdings Inc. (CELH)"":[""CELH"",""Celsius""],",,
CX,Cemex S.A.B. de C.V. Sponsored ADR,Cemex,"""Cemex S.A.B. de C.V. Sponsored ADR (CX)"":[""CX"",""Cemex""],",,
CVE,Cenovus Energy Inc,Cenovus,"""Cenovus Energy Inc (CVE)"":[""CVE"",""Cenovus""],",,
CNC,Centene Corporation,Centene,"""Centene Corporation (CNC)"":[""CNC"",""Centene""],",,
CNP,CenterPoint Energy Inc,CenterPoint,"""CenterPoint Energy Inc (CNP)"":[""CNP"",""CenterPoint""],",,
CENT,Central Garden & Pet Company,Central,"""Central Garden & Pet Company (CENT)"":[""CENT"",""Central""],",,
CENTA,Central Garden & Pet Company Nonvoting,Central,"""Central Garden & Pet Company Nonvoting (CENTA)"":[""CENTA"",""Central""],",,
CCS,Century Communities Inc.,Century,"""Century Communities Inc. (CCS)"":[""CCS"",""Century""],",,
CRNC,Cerence Inc.,Cerence,"""Cerence Inc. (CRNC)"":[""CRNC"",""Cerence""],",,
CDAY,Ceridian HCM Holding Inc.,Ceridian,"""Ceridian HCM Holding Inc. (CDAY)"":[""CDAY"",""Ceridian""],",,
CERN,Cerner Corporation,Cerner,"""Cerner Corporation (CERN)"":[""CERN"",""Cerner""],",,
CERT,Certara Inc.,Certara,"""Certara Inc. (CERT)"":[""CERT"",""Certara""],",,
CF,CF Industries Holdings Inc.,CF,"""CF Industries Holdings Inc. (CF)"":[""CF"",""CF""],",,
GIB,CGI Inc.,CGI,"""CGI Inc. (GIB)"":[""GIB"",""CGI""],",,
CHX,ChampionX Corporation,ChampionX,"""ChampionX Corporation (CHX)"":[""CHX"",""ChampionX""],",,
CHNG,Change Healthcare Inc.,Change,"""Change Healthcare Inc. (CHNG)"":[""CHNG"",""Change""],",,
CRL,Charles River Laboratories International Inc.,Charles,"""Charles River Laboratories International Inc. (CRL)"":[""CRL"",""Charles""],",,
SCHW,Charles Schwab Corporation,Charles,"""Charles Schwab Corporation (SCHW)"":[""SCHW"",""Charles""],",,
GTLS,Chart Industries Inc.,Chart,"""Chart Industries Inc. (GTLS)"":[""GTLS"",""Chart""],",,
CHTR,Charter Communications Inc. New,Charter,"""Charter Communications Inc. New (CHTR)"":[""CHTR"",""Charter""],",,
CAKE,Cheesecake Factory Incorporated,Cheesecake,"""Cheesecake Factory Incorporated (CAKE)"":[""CAKE"",""Cheesecake""],",,
CHE,Chemed Corp,Chemed,"""Chemed Corp (CHE)"":[""CHE"",""Chemed""],",,
CCXI,ChemoCentryx Inc.,ChemoCentryx,"""ChemoCentryx Inc. (CCXI)"":[""CCXI"",""ChemoCentryx""],",,
CC,Chemours Company,Chemours,"""Chemours Company (CC)"":[""CC"",""Chemours""],",,
CHK,Chesapeake Energy Corporation,Chesapeake,"""Chesapeake Energy Corporation (CHK)"":[""CHK"",""Chesapeake""],",,
CPK,Chesapeake Utilities Corporation,Chesapeake,"""Chesapeake Utilities Corporation (CPK)"":[""CPK"",""Chesapeake""],",,
CVX,Chevron Corporation,Chevron,"""Chevron Corporation (CVX)"":[""CVX"",""Chevron""],",,
CIM,Chimera Investment Corporation,Chimera,"""Chimera Investment Corporation (CIM)"":[""CIM"",""Chimera""],",,
CMG,Chipotle Mexican Grill Inc.,Chipotle,"""Chipotle Mexican Grill Inc. (CMG)"":[""CMG"",""Chipotle""],",,
CHH,Choice Hotels International Inc.,Choice,"""Choice Hotels International Inc. (CHH)"":[""CHH"",""Choice""],",,
CHD,Church & Dwight Company Inc.,Church,"""Church & Dwight Company Inc. (CHD)"":[""CHD"",""Church""],",,
CCIV,Churchill Capital Corp IV,Churchill,"""Churchill Capital Corp IV (CCIV)"":[""CCIV"",""Churchill""],",,
CHDN,Churchill Downs Incorporated,Churchill,"""Churchill Downs Incorporated (CHDN)"":[""CHDN"",""Churchill""],",,
CIEN,Ciena Corporation,Ciena,"""Ciena Corporation (CIEN)"":[""CIEN"",""Ciena""],",,
CI,Cigna Corporation,Cigna,"""Cigna Corporation (CI)"":[""CI"",""Cigna""],",,
XEC,Cimarex Energy Co,Cimarex,"""Cimarex Energy Co (XEC)"":[""XEC"",""Cimarex""],",,
CINF,Cincinnati Financial Corporation,Cincinnati,"""Cincinnati Financial Corporation (CINF)"":[""CINF"",""Cincinnati""],",,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc.,Cinemark,"""Cinemark Holdings Inc Cinemark Holdings Inc. (CNK)"":[""CNK"",""Cinemark""],",,
CTAS,Cintas Corporation,Cintas,"""Cintas Corporation (CTAS)"":[""CTAS"",""Cintas""],",,
CRUS,Cirrus Logic Inc.,Cirrus,"""Cirrus Logic Inc. (CRUS)"":[""CRUS"",""Cirrus""],",,
CSCO,Cisco Systems Inc.,Cisco,"""Cisco Systems Inc. (CSCO)"":[""CSCO"",""Cisco""],",,
CIT,CIT Group Inc,CIT,"""CIT Group Inc (CIT)"":[""CIT"",""CIT""],",,
C,Citigroup Inc.,Citigroup,"""Citigroup Inc. (C)"":[""C"",""Citigroup""],",,
CFG,Citizens Financial Group Inc.,Citizens,"""Citizens Financial Group Inc. (CFG)"":[""CFG"",""Citizens""],",,
CTXS,Citrix Systems Inc.,Citrix,"""Citrix Systems Inc. (CTXS)"":[""CTXS"",""Citrix""],",,
CLNE,Clean Energy Fuels Corp.,Clean,"""Clean Energy Fuels Corp. (CLNE)"":[""CLNE"",""Clean""],",,
CLH,Clean Harbors Inc.,Clean,"""Clean Harbors Inc. (CLH)"":[""CLH"",""Clean""],",,
CWEN,Clearway Energy Inc.,Clearway,"""Clearway Energy Inc. (CWEN)"":[""CWEN"",""Clearway""],",,
CLF,Cleveland-Cliffs Inc.,Cleveland-Cliffs,"""Cleveland-Cliffs Inc. (CLF)"":[""CLF"",""Cleveland-Cliffs""],",,
CLX,Clorox Company,Clorox,"""Clorox Company (CLX)"":[""CLX"",""Clorox""],",,
CLDR,Cloudera Inc.,Cloudera,"""Cloudera Inc. (CLDR)"":[""CLDR"",""Cloudera""],",,
NET,Cloudflare Inc.,Cloudflare,"""Cloudflare Inc. (NET)"":[""NET"",""Cloudflare""],",,
CLOV,Clover Health Investments Corp.,Clover,"""Clover Health Investments Corp. (CLOV)"":[""CLOV"",""Clover""],",,
CCMP,CMC Materials Inc.,CMC,"""CMC Materials Inc. (CCMP)"":[""CCMP"",""CMC""],",,
CME,CME Group Inc.,CME,"""CME Group Inc. (CME)"":[""CME"",""CME""],",,
CMS,CMS Energy Corporation,CMS,"""CMS Energy Corporation (CMS)"":[""CMS"",""CMS""],",,
CNA,CNA Financial Corporation,CNA,"""CNA Financial Corporation (CNA)"":[""CNA"",""CNA""],",,
CNO,CNO Financial Group Inc.,CNO,"""CNO Financial Group Inc. (CNO)"":[""CNO"",""CNO""],",,
CNX,CNX Resources Corporation,CNX,"""CNX Resources Corporation (CNX)"":[""CNX"",""CNX""],",,
KOF,Coca Cola Femsa S.A.B. de C.V.,Coca,"""Coca Cola Femsa S.A.B. de C.V. (KOF)"":[""KOF"",""Coca""],",,
KO,Coca-Cola Company,Coca-Cola,"""Coca-Cola Company (KO)"":[""KO"",""Coca-Cola""],",,
COKE,Coca-Cola Consolidated Inc.,Coca-Cola,"""Coca-Cola Consolidated Inc. (COKE)"":[""COKE"",""Coca-Cola""],",,
CDE,Coeur Mining Inc.,Coeur,"""Coeur Mining Inc. (CDE)"":[""CDE"",""Coeur""],",,
CCOI,Cogent Communications Holdings Inc.,Cogent,"""Cogent Communications Holdings Inc. (CCOI)"":[""CCOI"",""Cogent""],",,
CGNX,Cognex Corporation,Cognex,"""Cognex Corporation (CGNX)"":[""CGNX"",""Cognex""],",,
CTSH,Cognizant Technology Solutions Corporation,Cognizant,"""Cognizant Technology Solutions Corporation (CTSH)"":[""CTSH"",""Cognizant""],",,
CNS,Cohen & Steers Inc,Cohen,"""Cohen & Steers Inc (CNS)"":[""CNS"",""Cohen""],",,
UTF,Cohen & Steers Infrastructure Fund Inc,Cohen,"""Cohen & Steers Infrastructure Fund Inc (UTF)"":[""UTF"",""Cohen""],",,
COHR,Coherent Inc.,Coherent,"""Coherent Inc. (COHR)"":[""COHR"",""Coherent""],",,
COHU,Cohu Inc.,Cohu,"""Cohu Inc. (COHU)"":[""COHU"",""Cohu""],",,
CFX,Colfax Corporation,Colfax,"""Colfax Corporation (CFX)"":[""CFX"",""Colfax""],",,
CL,Colgate-Palmolive Company,Colgate-Palmolive,"""Colgate-Palmolive Company (CL)"":[""CL"",""Colgate-Palmolive""],",,
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Colliers,"""Colliers International Group Inc. Subordinate Voting Shares (CIGI)"":[""CIGI"",""Colliers""],",,
CLNY,Colony Capital Inc.,Colony,"""Colony Capital Inc. (CLNY)"":[""CLNY"",""Colony""],",,
COLB,Columbia Banking System Inc.,Columbia,"""Columbia Banking System Inc. (COLB)"":[""COLB"",""Columbia""],",,
COLM,Columbia Sportswear Company,Columbia,"""Columbia Sportswear Company (COLM)"":[""COLM"",""Columbia""],",,
CMCSA,Comcast Corporation,Comcast,"""Comcast Corporation (CMCSA)"":[""CMCSA"",""Comcast""],",,
CMA,Comerica Incorporated,Comerica,"""Comerica Incorporated (CMA)"":[""CMA"",""Comerica""],",,
FIX,Comfort Systems USA Inc.,Comfort,"""Comfort Systems USA Inc. (FIX)"":[""FIX"",""Comfort""],",,
CBSH,Commerce Bancshares Inc.,Commerce,"""Commerce Bancshares Inc. (CBSH)"":[""CBSH"",""Commerce""],",,
CMC,Commercial Metals Company,Commercial,"""Commercial Metals Company (CMC)"":[""CMC"",""Commercial""],",,
COMM,CommScope Holding Company Inc.,CommScope,"""CommScope Holding Company Inc. (COMM)"":[""COMM"",""CommScope""],",,
CBU,Community Bank System Inc.,Community,"""Community Bank System Inc. (CBU)"":[""CBU"",""Community""],",,
CVLT,Commvault Systems Inc.,Commvault,"""Commvault Systems Inc. (CVLT)"":[""CVLT"",""Commvault""],",,
CMP,Compass Minerals Intl Inc,Compass,"""Compass Minerals Intl Inc (CMP)"":[""CMP"",""Compass""],",,
CAG,ConAgra Brands Inc.,ConAgra,"""ConAgra Brands Inc. (CAG)"":[""CAG"",""ConAgra""],",,
CNXC,Concentrix Corporation,Concentrix,"""Concentrix Corporation (CNXC)"":[""CNXC"",""Concentrix""],",,
CNMD,CONMED Corporation,CONMED,"""CONMED Corporation (CNMD)"":[""CNMD"",""CONMED""],",,
COP,ConocoPhillips,ConocoPhillips,"""ConocoPhillips (COP)"":[""COP"",""ConocoPhillips""],",,
ED,Consolidated Edison Inc.,Consolidated,"""Consolidated Edison Inc. (ED)"":[""ED"",""Consolidated""],",,
STZ,Constellation Brands Inc.,Constellation,"""Constellation Brands Inc. (STZ)"":[""STZ"",""Constellation""],",,
WISH,ContextLogic Inc.,ContextLogic,"""ContextLogic Inc. (WISH)"":[""WISH"",""ContextLogic""],",,
CLR,Continental Resources Inc.,Continental,"""Continental Resources Inc. (CLR)"":[""CLR"",""Continental""],",,
CTB,Cooper Tire & Rubber Company,Cooper,"""Cooper Tire & Rubber Company (CTB)"":[""CTB"",""Cooper""],",,
CPRT,Copart Inc.,Copart,"""Copart Inc. (CPRT)"":[""CPRT"",""Copart""],",,
CORT,Corcept Therapeutics Incorporated,Corcept,"""Corcept Therapeutics Incorporated (CORT)"":[""CORT"",""Corcept""],",,
CLGX,CoreLogic Inc.,CoreLogic,"""CoreLogic Inc. (CLGX)"":[""CLGX"",""CoreLogic""],",,
COR,CoreSite Realty Corporation,CoreSite,"""CoreSite Realty Corporation (COR)"":[""COR"",""CoreSite""],",,
CSOD,Cornerstone OnDemand Inc.,Cornerstone,"""Cornerstone OnDemand Inc. (CSOD)"":[""CSOD"",""Cornerstone""],",,
GLW,Corning Incorporated,Corning,"""Corning Incorporated (GLW)"":[""GLW"",""Corning""],",,
OFC,Corporate Office Properties Trust,Corporate,"""Corporate Office Properties Trust (OFC)"":[""OFC"",""Corporate""],",,
CRSR,Corsair Gaming Inc.,Corsair,"""Corsair Gaming Inc. (CRSR)"":[""CRSR"",""Corsair""],",,
CSGP,CoStar Group Inc.,CoStar,"""CoStar Group Inc. (CSGP)"":[""CSGP"",""CoStar""],",,
COST,Costco Wholesale Corporation,Costco,"""Costco Wholesale Corporation (COST)"":[""COST"",""Costco""],",,
COTY,Coty Inc.,Coty,"""Coty Inc. (COTY)"":[""COTY"",""Coty""],",,
COUP,Coupa Software Incorporated,Coupa,"""Coupa Software Incorporated (COUP)"":[""COUP"",""Coupa""],",,
CUZ,Cousins Properties Incorporated,Cousins,"""Cousins Properties Incorporated (CUZ)"":[""CUZ"",""Cousins""],",,
CVET,Covetrus Inc.,Covetrus,"""Covetrus Inc. (CVET)"":[""CVET"",""Covetrus""],",,
CBRL,Cracker Barrel Old Country Store Inc,Cracker,"""Cracker Barrel Old Country Store Inc (CBRL)"":[""CBRL"",""Cracker""],",,
CR,Crane Co.,Crane,"""Crane Co. (CR)"":[""CR"",""Crane""],",,
CACC,Credit Acceptance Corporation,Credit,"""Credit Acceptance Corporation (CACC)"":[""CACC"",""Credit""],",,
CREE,Cree Inc.,Cree,"""Cree Inc. (CREE)"":[""CREE"",""Cree""],",,
CPG,Crescent Point Energy Corporation,Crescent,"""Crescent Point Energy Corporation (CPG)"":[""CPG"",""Crescent""],",,
CRCT,Cricut Inc.,Cricut,"""Cricut Inc. (CRCT)"":[""CRCT"",""Cricut""],",,
CROX,Crocs Inc.,Crocs,"""Crocs Inc. (CROX)"":[""CROX"",""Crocs""],",,
CRON,Cronos Group Inc.,Cronos,"""Cronos Group Inc. (CRON)"":[""CRON"",""Cronos""],",,
CRWD,CrowdStrike Holdings Inc.,CrowdStrike,"""CrowdStrike Holdings Inc. (CRWD)"":[""CRWD"",""CrowdStrike""],",,
CCI,Crown Castle International Corp.,Crown,"""Crown Castle International Corp. (CCI)"":[""CCI"",""Crown""],",,
CCK,Crown Holdings Inc.,Crown,"""Crown Holdings Inc. (CCK)"":[""CCK"",""Crown""],",,
CYRX,CryoPort Inc.,CryoPort,"""CryoPort Inc. (CYRX)"":[""CYRX"",""CryoPort""],",,
CSWI,CSW Industrials Inc.,CSW,"""CSW Industrials Inc. (CSWI)"":[""CSWI"",""CSW""],",,
CSX,CSX Corporation,CSX,"""CSX Corporation (CSX)"":[""CSX"",""CSX""],",,
CUBE,CubeSmart,CubeSmart,"""CubeSmart (CUBE)"":[""CUBE"",""CubeSmart""],",,
CUB,Cubic Corporation,Cubic,"""Cubic Corporation (CUB)"":[""CUB"",""Cubic""],",,
CFR,Cullen/Frost Bankers Inc.,Cullen/Frost,"""Cullen/Frost Bankers Inc. (CFR)"":[""CFR"",""Cullen/Frost""],",,
CMI,Cummins Inc.,Cummins,"""Cummins Inc. (CMI)"":[""CMI"",""Cummins""],",,
CW,Curtiss-Wright Corporation,Curtiss-Wright,"""Curtiss-Wright Corporation (CW)"":[""CW"",""Curtiss-Wright""],",,
CVBF,CVB Financial Corporation,CVB,"""CVB Financial Corporation (CVBF)"":[""CVBF"",""CVB""],",,
CVS,CVS Health Corporation,CVS,"""CVS Health Corporation (CVS)"":[""CVS"",""CVS""],",,
CONE,CyrusOne Inc,CyrusOne,"""CyrusOne Inc (CONE)"":[""CONE"",""CyrusOne""],",,
DHI,D.R. Horton Inc.,D.R.,"""D.R. Horton Inc. (DHI)"":[""DHI"",""D.R.""],",,
RCL,D/B/A Royal Caribbean Cruises Ltd.,D/B/A,"""D/B/A Royal Caribbean Cruises Ltd. (RCL)"":[""RCL"",""D/B/A""],",,
DAN,Dana Incorporated,Dana,"""Dana Incorporated (DAN)"":[""DAN"",""Dana""],",,
DHR,Danaher Corporation,Danaher,"""Danaher Corporation (DHR)"":[""DHR"",""Danaher""],",,
DRI,Darden Restaurants Inc.,Darden,"""Darden Restaurants Inc. (DRI)"":[""DRI"",""Darden""],",,
DAR,Darling Ingredients Inc.,Darling,"""Darling Ingredients Inc. (DAR)"":[""DAR"",""Darling""],",,
DDOG,Datadog Inc.,Datadog,"""Datadog Inc. (DDOG)"":[""DDOG"",""Datadog""],",,
MSP,Datto Holding Corp.,Datto,"""Datto Holding Corp. (MSP)"":[""MSP"",""Datto""],",,
PLAY,Dave & Buster's Entertainment Inc.,Dave,"""Dave & Buster's Entertainment Inc. (PLAY)"":[""PLAY"",""Dave""],",,
DVA,DaVita Inc.,DaVita,"""DaVita Inc. (DVA)"":[""DVA"",""DaVita""],",,
DCP,DCP Midstream LP,DCP,"""DCP Midstream LP (DCP)"":[""DCP"",""DCP""],",,
DCPH,Deciphera Pharmaceuticals Inc.,Deciphera,"""Deciphera Pharmaceuticals Inc. (DCPH)"":[""DCPH"",""Deciphera""],",,
DECK,Deckers Outdoor Corporation,Deckers,"""Deckers Outdoor Corporation (DECK)"":[""DECK"",""Deckers""],",,
DE,Deere & Company,Deere,"""Deere & Company (DE)"":[""DE"",""Deere""],",,
DAL,Delta Air Lines Inc.,Delta,"""Delta Air Lines Inc. (DAL)"":[""DAL"",""Delta""],",,
DNLI,Denali Therapeutics Inc.,Denali,"""Denali Therapeutics Inc. (DNLI)"":[""DNLI"",""Denali""],",,
XRAY,DENTSPLY SIRONA Inc.,DENTSPLY,"""DENTSPLY SIRONA Inc. (XRAY)"":[""XRAY"",""DENTSPLY""],",,
DSGX,Descartes Systems Group Inc.,Descartes,"""Descartes Systems Group Inc. (DSGX)"":[""DSGX"",""Descartes""],",,
DVN,Devon Energy Corporation,Devon,"""Devon Energy Corporation (DVN)"":[""DVN"",""Devon""],",,
DXCM,DexCom Inc.,DexCom,"""DexCom Inc. (DXCM)"":[""DXCM"",""DexCom""],",,
FANG,Diamondback Energy Inc. Commmon Stock,Diamondback,"""Diamondback Energy Inc. Commmon Stock (FANG)"":[""FANG"",""Diamondback""],",,
DRH,Diamondrock Hospitality Company,Diamondrock,"""Diamondrock Hospitality Company (DRH)"":[""DRH"",""Diamondrock""],",,
DKS,Dick's Sporting Goods Inc,Dick's,"""Dick's Sporting Goods Inc (DKS)"":[""DKS"",""Dick's""],",,
DLR,Digital Realty Trust Inc.,Digital,"""Digital Realty Trust Inc. (DLR)"":[""DLR"",""Digital""],",,
APPS,Digital Turbine Inc.,Digital,"""Digital Turbine Inc. (APPS)"":[""APPS"",""Digital""],",,
DDS,Dillard's Inc.,Dillard's,"""Dillard's Inc. (DDS)"":[""DDS"",""Dillard's""],",,
DIOD,Diodes Incorporated,Diodes,"""Diodes Incorporated (DIOD)"":[""DIOD"",""Diodes""],",,
DFS,Discover Financial Services,Discover,"""Discover Financial Services (DFS)"":[""DFS"",""Discover""],",,
DISCA,Discovery Inc. Series A,Discovery,"""Discovery Inc. Series A (DISCA)"":[""DISCA"",""Discovery""],",,
DISCB,Discovery Inc. Series B,Discovery,"""Discovery Inc. Series B (DISCB)"":[""DISCB"",""Discovery""],",,
