DISCK,Discovery Inc. Series C,Discovery,"""Discovery Inc. Series C (DISCK)"":[""DISCK"",""Discovery""],",,
DISH,DISH Network Corporation,DISH,"""DISH Network Corporation (DISH)"":[""DISH"",""DISH""],",,
DSEY,Diversey Holdings Ltd.,Diversey,"""Diversey Holdings Ltd. (DSEY)"":[""DSEY"",""Diversey""],",,
DNP,DNP Select Income Fund Inc.,DNP,"""DNP Select Income Fund Inc. (DNP)"":[""DNP"",""DNP""],",,
DOCU,DocuSign Inc.,DocuSign,"""DocuSign Inc. (DOCU)"":[""DOCU"",""DocuSign""],",,
DLB,Dolby Laboratories,Dolby,"""Dolby Laboratories (DLB)"":[""DLB"",""Dolby""],",,
DG,Dollar General Corporation,Dollar,"""Dollar General Corporation (DG)"":[""DG"",""Dollar""],",,
DLTR,Dollar Tree Inc.,Dollar,"""Dollar Tree Inc. (DLTR)"":[""DLTR"",""Dollar""],",,
D,Dominion Energy Inc.,Dominion,"""Dominion Energy Inc. (D)"":[""D"",""Dominion""],",,
DPZ,Domino's Pizza Inc,Domino's,"""Domino's Pizza Inc (DPZ)"":[""DPZ"",""Domino's""],",,
DCI,Donaldson Company Inc.,Donaldson,"""Donaldson Company Inc. (DCI)"":[""DCI"",""Donaldson""],",,
DORM,Dorman Products Inc.,Dorman,"""Dorman Products Inc. (DORM)"":[""DORM"",""Dorman""],",,
DEI,Douglas Emmett Inc.,Douglas,"""Douglas Emmett Inc. (DEI)"":[""DEI"",""Douglas""],",,
DOV,Dover Corporation,Dover,"""Dover Corporation (DOV)"":[""DOV"",""Dover""],",,
DKNG,DraftKings Inc.,DraftKings,"""DraftKings Inc. (DKNG)"":[""DKNG"",""DraftKings""],",,
DFH,Dream Finders Homes Inc.,Dream,"""Dream Finders Homes Inc. (DFH)"":[""DFH"",""Dream""],",,
DRVN,Driven Brands Holdings Inc.,Driven,"""Driven Brands Holdings Inc. (DRVN)"":[""DRVN"",""Driven""],",,
DBX,Dropbox Inc.,Dropbox,"""Dropbox Inc. (DBX)"":[""DBX"",""Dropbox""],",,
DTE,DTE Energy Company,DTE,"""DTE Energy Company (DTE)"":[""DTE"",""DTE""],",,
DCT,Duck Creek Technologies Inc.,Duck,"""Duck Creek Technologies Inc. (DCT)"":[""DCT"",""Duck""],",,
DUK,Duke Energy Corporation,Duke,"""Duke Energy Corporation (DUK)"":[""DUK"",""Duke""],",,
DRE,Duke Realty Corporation,Duke,"""Duke Realty Corporation (DRE)"":[""DRE"",""Duke""],",,
DNB,Dun & Bradstreet Holdings Inc.,Dun,"""Dun & Bradstreet Holdings Inc. (DNB)"":[""DNB"",""Dun""],",,
DY,Dycom Industries Inc.,Dycom,"""Dycom Industries Inc. (DY)"":[""DY"",""Dycom""],",,
DT,Dynatrace Inc.,Dynatrace,"""Dynatrace Inc. (DT)"":[""DT"",""Dynatrace""],",,
EXP,Eagle Materials Inc,Eagle,"""Eagle Materials Inc (EXP)"":[""EXP"",""Eagle""],",,
EAR,Eargo Inc.,Eargo,"""Eargo Inc. (EAR)"":[""EAR"",""Eargo""],",,
EWBC,East West Bancorp Inc.,East,"""East West Bancorp Inc. (EWBC)"":[""EWBC"",""East""],",,
EBC,Eastern Bankshares Inc.,Eastern,"""Eastern Bankshares Inc. (EBC)"":[""EBC"",""Eastern""],",,
EGP,EastGroup Properties Inc.,EastGroup,"""EastGroup Properties Inc. (EGP)"":[""EGP"",""EastGroup""],",,
EMN,Eastman Chemical Company,Eastman,"""Eastman Chemical Company (EMN)"":[""EMN"",""Eastman""],",,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund of Beneficial Interest,Eaton,"""Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund of Beneficial Interest (EXG)"":[""EXG"",""Eaton""],",,
EBAY,eBay Inc.,eBay,"""eBay Inc. (EBAY)"":[""EBAY"",""eBay""],",,
SATS,EchoStar Corporation,EchoStar,"""EchoStar Corporation (SATS)"":[""SATS"",""EchoStar""],",,
ECL,Ecolab Inc.,Ecolab,"""Ecolab Inc. (ECL)"":[""ECL"",""Ecolab""],",,
EIX,Edison International,Edison,"""Edison International (EIX)"":[""EIX"",""Edison""],",,
EDIT,Editas Medicine Inc.,Editas,"""Editas Medicine Inc. (EDIT)"":[""EDIT"",""Editas""],",,
EW,Edwards Lifesciences Corporation,Edwards,"""Edwards Lifesciences Corporation (EW)"":[""EW"",""Edwards""],",,
ELAN,Elanco Animal Health Incorporated,Elanco,"""Elanco Animal Health Incorporated (ELAN)"":[""ELAN"",""Elanco""],",,
ESTC,Elastic N.V.,Elastic,"""Elastic N.V. (ESTC)"":[""ESTC"",""Elastic""],",,
EA,Electronic Arts Inc.,Electronic,"""Electronic Arts Inc. (EA)"":[""EA"",""Electronic""],",,
ESI,Element Solutions Inc.,Element,"""Element Solutions Inc. (ESI)"":[""ESI"",""Element""],",,
LLY,Eli Lilly and Company,Eli,"""Eli Lilly and Company (LLY)"":[""LLY"",""Eli""],",,
EME,EMCOR Group Inc.,EMCOR,"""EMCOR Group Inc. (EME)"":[""EME"",""EMCOR""],",,
EBS,Emergent Biosolutions Inc.,Emergent,"""Emergent Biosolutions Inc. (EBS)"":[""EBS"",""Emergent""],",,
EMR,Emerson Electric Company,Emerson,"""Emerson Electric Company (EMR)"":[""EMR"",""Emerson""],",,
ESRT,Empire State Realty Trust Inc.,Empire,"""Empire State Realty Trust Inc. (ESRT)"":[""ESRT"",""Empire""],",,
ENB,Enbridge Inc,Enbridge,"""Enbridge Inc (ENB)"":[""ENB"",""Enbridge""],",,
EHC,Encompass Health Corporation,Encompass,"""Encompass Health Corporation (EHC)"":[""EHC"",""Encompass""],",,
ENR,Energizer Holdings Inc.,Energizer,"""Energizer Holdings Inc. (ENR)"":[""ENR"",""Energizer""],",,
ET,Energy Transfer LP,Energy,"""Energy Transfer LP (ET)"":[""ET"",""Energy""],",,
ENS,EnerSys,EnerSys,"""EnerSys (ENS)"":[""ENS"",""EnerSys""],",,
ENPH,Enphase Energy Inc.,Enphase,"""Enphase Energy Inc. (ENPH)"":[""ENPH"",""Enphase""],",,
ENTG,Entegris Inc.,Entegris,"""Entegris Inc. (ENTG)"":[""ENTG"",""Entegris""],",,
ETR,Entergy Corporation,Entergy,"""Entergy Corporation (ETR)"":[""ETR"",""Entergy""],",,
EPD,Enterprise Products Partners L.P.,Enterprise,"""Enterprise Products Partners L.P. (EPD)"":[""EPD"",""Enterprise""],",,
ENV,Envestnet Inc,Envestnet,"""Envestnet Inc (ENV)"":[""ENV"",""Envestnet""],",,
EOG,EOG Resources Inc.,EOG,"""EOG Resources Inc. (EOG)"":[""EOG"",""EOG""],",,
EPAM,EPAM Systems Inc.,EPAM,"""EPAM Systems Inc. (EPAM)"":[""EPAM"",""EPAM""],",,
EPR,EPR Properties,EPR,"""EPR Properties (EPR)"":[""EPR"",""EPR""],",,
EQT,EQT Corporation,EQT,"""EQT Corporation (EQT)"":[""EQT"",""EQT""],",,
EFX,Equifax Inc.,Equifax,"""Equifax Inc. (EFX)"":[""EFX"",""Equifax""],",,
EQIX,Equinix Inc. REIT,Equinix,"""Equinix Inc. REIT (EQIX)"":[""EQIX"",""Equinix""],",,
EQH,Equitable Holdings Inc.,Equitable,"""Equitable Holdings Inc. (EQH)"":[""EQH"",""Equitable""],",,
EQC,Equity Commonwealth of Beneficial Interest,Equity,"""Equity Commonwealth of Beneficial Interest (EQC)"":[""EQC"",""Equity""],",,
ELS,Equity Lifestyle Properties Inc.,Equity,"""Equity Lifestyle Properties Inc. (ELS)"":[""ELS"",""Equity""],",,
EQR,Equity Residential of Beneficial Interest,Equity,"""Equity Residential of Beneficial Interest (EQR)"":[""EQR"",""Equity""],",,
ERIE,Erie Indemnity Company,Erie,"""Erie Indemnity Company (ERIE)"":[""ERIE"",""Erie""],",,
ESE,ESCO Technologies Inc.,ESCO,"""ESCO Technologies Inc. (ESE)"":[""ESE"",""ESCO""],",,
EPRT,Essential Properties Realty Trust Inc.,Essential,"""Essential Properties Realty Trust Inc. (EPRT)"":[""EPRT"",""Essential""],",,
WTRG,Essential Utilities Inc.,Essential,"""Essential Utilities Inc. (WTRG)"":[""WTRG"",""Essential""],",,
ESS,Essex Property Trust Inc.,Essex,"""Essex Property Trust Inc. (ESS)"":[""ESS"",""Essex""],",,
EL,Estee Lauder Companies Inc.,Estee,"""Estee Lauder Companies Inc. (EL)"":[""EL"",""Estee""],",,
ETSY,Etsy Inc.,Etsy,"""Etsy Inc. (ETSY)"":[""ETSY"",""Etsy""],",,
EEFT,Euronet Worldwide Inc.,Euronet,"""Euronet Worldwide Inc. (EEFT)"":[""EEFT"",""Euronet""],",,
EB,Eventbrite Inc.,Eventbrite,"""Eventbrite Inc. (EB)"":[""EB"",""Eventbrite""],",,
EVBG,Everbridge Inc.,Everbridge,"""Everbridge Inc. (EVBG)"":[""EVBG"",""Everbridge""],",,
EVR,Evercore Inc.,Evercore,"""Evercore Inc. (EVR)"":[""EVR"",""Evercore""],",,
ES,Eversource Energy,Eversource,"""Eversource Energy (ES)"":[""ES"",""Eversource""],",,
AQUA,Evoqua Water Technologies Corp.,Evoqua,"""Evoqua Water Technologies Corp. (AQUA)"":[""AQUA"",""Evoqua""],",,
EXAS,Exact Sciences Corporation,Exact,"""Exact Sciences Corporation (EXAS)"":[""EXAS"",""Exact""],",,
EXEL,Exelixis Inc.,Exelixis,"""Exelixis Inc. (EXEL)"":[""EXEL"",""Exelixis""],",,
EXC,Exelon Corporation,Exelon,"""Exelon Corporation (EXC)"":[""EXC"",""Exelon""],",,
EXLS,ExlService Holdings Inc.,ExlService,"""ExlService Holdings Inc. (EXLS)"":[""EXLS"",""ExlService""],",,
EXPI,eXp World Holdings Inc.,eXp,"""eXp World Holdings Inc. (EXPI)"":[""EXPI"",""eXp""],",,
EXPE,Expedia Group Inc.,Expedia,"""Expedia Group Inc. (EXPE)"":[""EXPE"",""Expedia""],",,
EXPD,Expeditors International of Washington Inc.,Expeditors,"""Expeditors International of Washington Inc. (EXPD)"":[""EXPD"",""Expeditors""],",,
EXPO,Exponent Inc.,Exponent,"""Exponent Inc. (EXPO)"":[""EXPO"",""Exponent""],",,
STAY,Extended Stay America Inc. Paired Shares,Extended,"""Extended Stay America Inc. Paired Shares (STAY)"":[""STAY"",""Extended""],",,
EXR,Extra Space Storage Inc,Extra,"""Extra Space Storage Inc (EXR)"":[""EXR"",""Extra""],",,
XOM,Exxon Mobil Corporation,Exxon,"""Exxon Mobil Corporation (XOM)"":[""XOM"",""Exxon""],",,
FNB,F.N.B. Corporation,F.N.B.,"""F.N.B. Corporation (FNB)"":[""FNB"",""F.N.B.""],",,
FFIV,F5 Networks Inc.,F5,"""F5 Networks Inc. (FFIV)"":[""FFIV"",""F5""],",,
FB,Facebook Inc.,Facebook,"""Facebook Inc. (FB)"":[""FB"",""Facebook""],",,
FICO,Fair Isaac Corproation,Fair,"""Fair Isaac Corproation (FICO)"":[""FICO"",""Fair""],",,
FAST,Fastenal Company,Fastenal,"""Fastenal Company (FAST)"":[""FAST"",""Fastenal""],",,
FATE,Fate Therapeutics Inc.,Fate,"""Fate Therapeutics Inc. (FATE)"":[""FATE"",""Fate""],",,
FBK,FB Financial Corporation,FB,"""FB Financial Corporation (FBK)"":[""FBK"",""FB""],",,
FRT,Federal Realty Investment Trust,Federal,"""Federal Realty Investment Trust (FRT)"":[""FRT"",""Federal""],",,
FSS,Federal Signal Corporation,Federal,"""Federal Signal Corporation (FSS)"":[""FSS"",""Federal""],",,
FHI,Federated Hermes Inc.,Federated,"""Federated Hermes Inc. (FHI)"":[""FHI"",""Federated""],",,
FDX,FedEx Corporation,FedEx,"""FedEx Corporation (FDX)"":[""FDX"",""FedEx""],",,
FGEN,FibroGen Inc,FibroGen,"""FibroGen Inc (FGEN)"":[""FGEN"",""FibroGen""],",,
FIS,Fidelity National Information Services Inc.,Fidelity,"""Fidelity National Information Services Inc. (FIS)"":[""FIS"",""Fidelity""],",,
FITB,Fifth Third Bancorp,Fifth,"""Fifth Third Bancorp (FITB)"":[""FITB"",""Fifth""],",,
FINV,FinVolution Group American Depositary Shares,FinVolution,"""FinVolution Group American Depositary Shares (FINV)"":[""FINV"",""FinVolution""],",,
FEYE,FireEye Inc.,FireEye,"""FireEye Inc. (FEYE)"":[""FEYE"",""FireEye""],",,
FAF,First American Corporation,First,"""First American Corporation (FAF)"":[""FAF"",""First""],",,
FCNCA,First Citizens BancShares Inc.,First,"""First Citizens BancShares Inc. (FCNCA)"":[""FCNCA"",""First""],",,
FFBC,First Financial Bancorp.,First,"""First Financial Bancorp. (FFBC)"":[""FFBC"",""First""],",,
FFIN,First Financial Bankshares Inc.,First,"""First Financial Bankshares Inc. (FFIN)"":[""FFIN"",""First""],",,
FHB,First Hawaiian Inc.,First,"""First Hawaiian Inc. (FHB)"":[""FHB"",""First""],",,
FHN,First Horizon Corporation,First,"""First Horizon Corporation (FHN)"":[""FHN"",""First""],",,
FR,First Industrial Realty Trust Inc.,First,"""First Industrial Realty Trust Inc. (FR)"":[""FR"",""First""],",,
FIBK,First Interstate BancSystem Inc.,First,"""First Interstate BancSystem Inc. (FIBK)"":[""FIBK"",""First""],",,
AG,First Majestic Silver Corp.,First,"""First Majestic Silver Corp. (AG)"":[""AG"",""First""],",,
FRME,First Merchants Corporation,First,"""First Merchants Corporation (FRME)"":[""FRME"",""First""],",,
FMBI,First Midwest Bancorp Inc.,First,"""First Midwest Bancorp Inc. (FMBI)"":[""FMBI"",""First""],",,
FRC,FIRST REPUBLIC BANK,FIRST,"""FIRST REPUBLIC BANK (FRC)"":[""FRC"",""FIRST""],",,
FSLR,First Solar Inc.,First,"""First Solar Inc. (FSLR)"":[""FSLR"",""First""],",,
FCFS,FirstCash Inc.,FirstCash,"""FirstCash Inc. (FCFS)"":[""FCFS"",""FirstCash""],",,
FE,FirstEnergy Corp.,FirstEnergy,"""FirstEnergy Corp. (FE)"":[""FE"",""FirstEnergy""],",,
FSV,FirstService Corporation,FirstService,"""FirstService Corporation (FSV)"":[""FSV"",""FirstService""],",,
FISV,Fiserv Inc.,Fiserv,"""Fiserv Inc. (FISV)"":[""FISV"",""Fiserv""],",,
FIVE,Five Below Inc.,Five,"""Five Below Inc. (FIVE)"":[""FIVE"",""Five""],",,
FIVN,Five9 Inc.,Five9,"""Five9 Inc. (FIVN)"":[""FIVN"",""Five9""],",,
FBC,Flagstar Bancorp Inc.,Flagstar,"""Flagstar Bancorp Inc. (FBC)"":[""FBC"",""Flagstar""],",,
FLT,FleetCor Technologies Inc.,FleetCor,"""FleetCor Technologies Inc. (FLT)"":[""FLT"",""FleetCor""],",,
FLIR,FLIR Systems Inc.,FLIR,"""FLIR Systems Inc. (FLIR)"":[""FLIR"",""FLIR""],",,
FLO,Flowers Foods Inc.,Flowers,"""Flowers Foods Inc. (FLO)"":[""FLO"",""Flowers""],",,
FLS,Flowserve Corporation,Flowserve,"""Flowserve Corporation (FLS)"":[""FLS"",""Flowserve""],",,
FLR,Fluor Corporation,Fluor,"""Fluor Corporation (FLR)"":[""FLR"",""Fluor""],",,
FMC,FMC Corporation,FMC,"""FMC Corporation (FMC)"":[""FMC"",""FMC""],",,
FNF,FNF Group of Fidelity National Financial Inc.,FNF,"""FNF Group of Fidelity National Financial Inc. (FNF)"":[""FNF"",""FNF""],",,
FOCS,Focus Financial Partners Inc.,Focus,"""Focus Financial Partners Inc. (FOCS)"":[""FOCS"",""Focus""],",,
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Fomento,"""Fomento Economico Mexicano S.A.B. de C.V. (FMX)"":[""FMX"",""Fomento""],",,
FL,Foot Locker Inc.,Foot,"""Foot Locker Inc. (FL)"":[""FL"",""Foot""],",,
F,Ford Motor Company,Ford,"""Ford Motor Company (F)"":[""F"",""Ford""],",,
FORM,FormFactor Inc. FormFactor Inc.,FormFactor,"""FormFactor Inc. FormFactor Inc. (FORM)"":[""FORM"",""FormFactor""],",,
FTNT,Fortinet Inc.,Fortinet,"""Fortinet Inc. (FTNT)"":[""FTNT"",""Fortinet""],",,
FTAI,Fortress Transportation and Infrastructure Investors LLC,Fortress,"""Fortress Transportation and Infrastructure Investors LLC (FTAI)"":[""FTAI"",""Fortress""],",,
FBHS,Fortune Brands Home & Security Inc.,Fortune,"""Fortune Brands Home & Security Inc. (FBHS)"":[""FBHS"",""Fortune""],",,
FWRD,Forward Air Corporation,Forward,"""Forward Air Corporation (FWRD)"":[""FWRD"",""Forward""],",,
FCPT,Four Corners Property Trust Inc.,Four,"""Four Corners Property Trust Inc. (FCPT)"":[""FCPT"",""Four""],",,
FOX,Fox Corporation,Fox,"""Fox Corporation (FOX)"":[""FOX"",""Fox""],",,
FOXA,Fox Corporation,Fox,"""Fox Corporation (FOXA)"":[""FOXA"",""Fox""],",,
FOXF,Fox Factory Holding Corp.,Fox,"""Fox Factory Holding Corp. (FOXF)"":[""FOXF"",""Fox""],",,
FNV,Franco-Nevada Corporation,Franco-Nevada,"""Franco-Nevada Corporation (FNV)"":[""FNV"",""Franco-Nevada""],",,
FELE,Franklin Electric Co. Inc.,Franklin,"""Franklin Electric Co. Inc. (FELE)"":[""FELE"",""Franklin""],",,
BEN,Franklin Resources Inc.,Franklin,"""Franklin Resources Inc. (BEN)"":[""BEN"",""Franklin""],",,
FCX,Freeport-McMoRan Inc.,Freeport-McMoRan,"""Freeport-McMoRan Inc. (FCX)"":[""FCX"",""Freeport-McMoRan""],",,
FRPT,Freshpet Inc.,Freshpet,"""Freshpet Inc. (FRPT)"":[""FRPT"",""Freshpet""],",,
FTDR,frontdoor inc.,frontdoor,"""frontdoor inc. (FTDR)"":[""FTDR"",""frontdoor""],",,
ULCC,Frontier Group Holdings Inc.,Frontier,"""Frontier Group Holdings Inc. (ULCC)"":[""ULCC"",""Frontier""],",,
FCN,FTI Consulting Inc.,FTI,"""FTI Consulting Inc. (FCN)"":[""FCN"",""FTI""],",,
FCEL,FuelCell Energy Inc.,FuelCell,"""FuelCell Energy Inc. (FCEL)"":[""FCEL"",""FuelCell""],",,
FLGT,Fulgent Genetics Inc.,Fulgent,"""Fulgent Genetics Inc. (FLGT)"":[""FLGT"",""Fulgent""],",,
FULT,Fulton Financial Corporation,Fulton,"""Fulton Financial Corporation (FULT)"":[""FULT"",""Fulton""],",,
GDV,Gabelli Dividend & Income Trust of Beneficial Interest,Gabelli,"""Gabelli Dividend & Income Trust of Beneficial Interest (GDV)"":[""GDV"",""Gabelli""],",,
GME,GameStop Corporation,GameStop,"""GameStop Corporation (GME)"":[""GME"",""GameStop""],",,
GLPI,Gaming and Leisure Properties Inc.,Gaming,"""Gaming and Leisure Properties Inc. (GLPI)"":[""GLPI"",""Gaming""],",,
GPS,Gap Inc.,Gap,"""Gap Inc. (GPS)"":[""GPS"",""Gap""],",,
IT,Gartner Inc.,Gartner,"""Gartner Inc. (IT)"":[""IT"",""Gartner""],",,
GATX,GATX Corporation,GATX,"""GATX Corporation (GATX)"":[""GATX"",""GATX""],",,
GCMG,GCM Grosvenor Inc.,GCM,"""GCM Grosvenor Inc. (GCMG)"":[""GCMG"",""GCM""],",,
GNRC,Generac Holdlings Inc.,Generac,"""Generac Holdlings Inc. (GNRC)"":[""GNRC"",""Generac""],",,
GD,General Dynamics Corporation,General,"""General Dynamics Corporation (GD)"":[""GD"",""General""],",,
GE,General Electric Company,General,"""General Electric Company (GE)"":[""GE"",""General""],",,
GIS,General Mills Inc.,General,"""General Mills Inc. (GIS)"":[""GIS"",""General""],",,
GM,General Motors Company,General,"""General Motors Company (GM)"":[""GM"",""General""],",,
GNTX,Gentex Corporation,Gentex,"""Gentex Corporation (GNTX)"":[""GNTX"",""Gentex""],",,
THRM,Gentherm Inc,Gentherm,"""Gentherm Inc (THRM)"":[""THRM"",""Gentherm""],",,
GPC,Genuine Parts Company,Genuine,"""Genuine Parts Company (GPC)"":[""GPC"",""Genuine""],",,
ROCK,Gibraltar Industries Inc.,Gibraltar,"""Gibraltar Industries Inc. (ROCK)"":[""ROCK"",""Gibraltar""],",,
GIL,Gildan Activewear Inc. Sub. Vot.,Gildan,"""Gildan Activewear Inc. Sub. Vot. (GIL)"":[""GIL"",""Gildan""],",,
GILD,Gilead Sciences Inc.,Gilead,"""Gilead Sciences Inc. (GILD)"":[""GILD"",""Gilead""],",,
GBCI,Glacier Bancorp Inc.,Glacier,"""Glacier Bancorp Inc. (GBCI)"":[""GBCI"",""Glacier""],",,
GKOS,Glaukos Corporation,Glaukos,"""Glaukos Corporation (GKOS)"":[""GKOS"",""Glaukos""],",,
GBT,Global Blood Therapeutics Inc.,Global,"""Global Blood Therapeutics Inc. (GBT)"":[""GBT"",""Global""],",,
GPN,Global Payments Inc.,Global,"""Global Payments Inc. (GPN)"":[""GPN"",""Global""],",,
GL,Globe Life Inc.,Globe,"""Globe Life Inc. (GL)"":[""GL"",""Globe""],",,
GMED,Globus Medical Inc.,Globus,"""Globus Medical Inc. (GMED)"":[""GMED"",""Globus""],",,
GLUU,Glu Mobile Inc.,Glu,"""Glu Mobile Inc. (GLUU)"":[""GLUU"",""Glu""],",,
GDDY,GoDaddy Inc.,GoDaddy,"""GoDaddy Inc. (GDDY)"":[""GDDY"",""GoDaddy""],",,
GOCO,GoHealth Inc.,GoHealth,"""GoHealth Inc. (GOCO)"":[""GOCO"",""GoHealth""],",,
GSBD,Goldman Sachs BDC Inc.,Goldman,"""Goldman Sachs BDC Inc. (GSBD)"":[""GSBD"",""Goldman""],",,
GS,Goldman Sachs Group Inc.,Goldman,"""Goldman Sachs Group Inc. (GS)"":[""GS"",""Goldman""],",,
GBDC,Golub Capital BDC Inc.,Golub,"""Golub Capital BDC Inc. (GBDC)"":[""GBDC"",""Golub""],",,
GDRX,GoodRx Holdings Inc.,GoodRx,"""GoodRx Holdings Inc. (GDRX)"":[""GDRX"",""GoodRx""],",,
GSHD,Goosehead Insurance Inc.,Goosehead,"""Goosehead Insurance Inc. (GSHD)"":[""GSHD"",""Goosehead""],",,
GGG,Graco Inc.,Graco,"""Graco Inc. (GGG)"":[""GGG"",""Graco""],",,
EAF,GrafTech International Ltd.,GrafTech,"""GrafTech International Ltd. (EAF)"":[""EAF"",""GrafTech""],",,
GHC,Graham Holdings Company,Graham,"""Graham Holdings Company (GHC)"":[""GHC"",""Graham""],",,
LOPE,Grand Canyon Education Inc.,Grand,"""Grand Canyon Education Inc. (LOPE)"":[""LOPE"",""Grand""],",,
GPK,Graphic Packaging Holding Company,Graphic,"""Graphic Packaging Holding Company (GPK)"":[""GPK"",""Graphic""],",,
GDOT,Green Dot Corporation $0.001 par value,Green,"""Green Dot Corporation $0.001 par value (GDOT)"":[""GDOT"",""Green""],",,
GEF,Greif Inc.,Greif,"""Greif Inc. (GEF)"":[""GEF"",""Greif""],",,
GO,Grocery Outlet Holding Corp.,Grocery,"""Grocery Outlet Holding Corp. (GO)"":[""GO"",""Grocery""],",,
GPI,Group 1 Automotive Inc.,Group,"""Group 1 Automotive Inc. (GPI)"":[""GPI"",""Group""],",,
GRWG,GrowGeneration Corp.,GrowGeneration,"""GrowGeneration Corp. (GRWG)"":[""GRWG"",""GrowGeneration""],",,
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,Grupo,"""Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS (OMAB)"":[""OMAB"",""Grupo""],",,
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V.,Grupo,"""Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (PAC)"":[""PAC"",""Grupo""],",,
ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,Grupo,"""Grupo Aeroportuario del Sureste S.A. de C.V. (ASR)"":[""ASR"",""Grupo""],",,
TV,Grupo Televisa S.A.,Grupo,"""Grupo Televisa S.A. (TV)"":[""TV"",""Grupo""],",,
GH,Guardant Health Inc.,Guardant,"""Guardant Health Inc. (GH)"":[""GH"",""Guardant""],",,
GWRE,Guidewire Software Inc.,Guidewire,"""Guidewire Software Inc. (GWRE)"":[""GWRE"",""Guidewire""],",,
FUL,H. B. Fuller Company,H.,"""H. B. Fuller Company (FUL)"":[""FUL"",""H.""],",,
HRB,H&R Block Inc.,H&R,"""H&R Block Inc. (HRB)"":[""HRB"",""H&R""],",,
HAE,Haemonetics Corporation,Haemonetics,"""Haemonetics Corporation (HAE)"":[""HAE"",""Haemonetics""],",,
HAIN,Hain Celestial Group Inc.,Hain,"""Hain Celestial Group Inc. (HAIN)"":[""HAIN"",""Hain""],",,
HAL,Halliburton Company,Halliburton,"""Halliburton Company (HAL)"":[""HAL"",""Halliburton""],",,
HALO,Halozyme Therapeutics Inc.,Halozyme,"""Halozyme Therapeutics Inc. (HALO)"":[""HALO"",""Halozyme""],",,
HLNE,Hamilton Lane Incorporated,Hamilton,"""Hamilton Lane Incorporated (HLNE)"":[""HLNE"",""Hamilton""],",,
HWC,Hancock Whitney Corporation,Hancock,"""Hancock Whitney Corporation (HWC)"":[""HWC"",""Hancock""],",,
HBI,Hanesbrands Inc.,Hanesbrands,"""Hanesbrands Inc. (HBI)"":[""HBI"",""Hanesbrands""],",,
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc.,Hannon,"""Hannon Armstrong Sustainable Infrastructure Capital Inc. (HASI)"":[""HASI"",""Hannon""],",,
THG,Hanover Insurance Group Inc,Hanover,"""Hanover Insurance Group Inc (THG)"":[""THG"",""Hanover""],",,
HOG,Harley-Davidson Inc.,Harley-Davidson,"""Harley-Davidson Inc. (HOG)"":[""HOG"",""Harley-Davidson""],",,
HIG,Hartford Financial Services Group Inc.,Hartford,"""Hartford Financial Services Group Inc. (HIG)"":[""HIG"",""Hartford""],",,
HAS,Hasbro Inc.,Hasbro,"""Hasbro Inc. (HAS)"":[""HAS"",""Hasbro""],",,
HE,Hawaiian Electric Industries Inc.,Hawaiian,"""Hawaiian Electric Industries Inc. (HE)"":[""HE"",""Hawaiian""],",,
HCA,HCA Healthcare Inc.,HCA,"""HCA Healthcare Inc. (HCA)"":[""HCA"",""HCA""],",,
HCAT,Health Catalyst Inc,Health,"""Health Catalyst Inc (HCAT)"":[""HCAT"",""Health""],",,
HR,Healthcare Realty Trust Incorporated,Healthcare,"""Healthcare Realty Trust Incorporated (HR)"":[""HR"",""Healthcare""],",,
HCSG,Healthcare Services Group Inc.,Healthcare,"""Healthcare Services Group Inc. (HCSG)"":[""HCSG"",""Healthcare""],",,
HTA,Healthcare Trust of America Inc.,Healthcare,"""Healthcare Trust of America Inc. (HTA)"":[""HTA"",""Healthcare""],",,
HQY,HealthEquity Inc.,HealthEquity,"""HealthEquity Inc. (HQY)"":[""HQY"",""HealthEquity""],",,
PEAK,Healthpeak Properties Inc.,Healthpeak,"""Healthpeak Properties Inc. (PEAK)"":[""PEAK"",""Healthpeak""],",,
HTLF,Heartland Financial USA Inc.,Heartland,"""Heartland Financial USA Inc. (HTLF)"":[""HTLF"",""Heartland""],",,
HL,Hecla Mining Company,Hecla,"""Hecla Mining Company (HL)"":[""HL"",""Hecla""],",,
HEI,Heico Corporation,Heico,"""Heico Corporation (HEI)"":[""HEI"",""Heico""],",,
HLIO,Helios Technologies Inc.,Helios,"""Helios Technologies Inc. (HLIO)"":[""HLIO"",""Helios""],",,
HP,Helmerich & Payne Inc.,Helmerich,"""Helmerich & Payne Inc. (HP)"":[""HP"",""Helmerich""],",,
HSIC,Henry Schein Inc.,Henry,"""Henry Schein Inc. (HSIC)"":[""HSIC"",""Henry""],",,
